class,cap-shape,cap-surface,cap-color,stem-root,stem-surface,stem-color,habitat,season,cap-diameter,stem-height,stem-width
p,x,s,n,,y,n,d,w,5.66,5.16,7.01
p,x,g,n,,y,w,d,u,6.8,7.47,14.3
e,c,g,n,,,g,d,u,1.46,4.65,1.39
e,x,s,w,,,w,d,u,11.0,8.15,32.97
p,o,l,g,f,f,f,d,a,2.51,0.0,0.0
p,b,h,n,,t,n,d,u,1.54,4.34,1.35
e,x,h,n,,y,n,d,a,5.83,5.1,5.37
p,s,,u,,,y,d,a,4.67,4.57,6.92
e,p,g,g,,,w,d,w,0.68,2.93,1.32
e,f,y,n,,,w,w,a,6.69,4.59,12.03
e,x,,l,,,w,l,a,5.09,6.59,8.05
p,x,g,n,,,n,d,w,19.51,5.79,35.24
e,b,y,n,,,w,d,s,3.48,6.98,3.24
p,b,g,y,,,n,d,u,1.95,5.72,2.91
p,b,t,n,,i,n,m,a,3.72,5.1,3.51
e,f,y,n,,,w,d,a,5.54,4.52,7.59
e,x,,u,,,w,d,w,2.66,6.0,4.23
p,x,h,e,s,y,w,d,w,17.58,19.35,19.66
e,x,,n,,y,w,d,u,6.92,11.16,23.32
p,x,g,n,,,n,d,a,2.35,6.0,2.54
p,x,g,n,,s,n,d,a,1.49,2.21,2.59
p,p,s,g,,s,w,d,w,6.87,9.83,12.77
p,f,y,n,,k,w,m,a,3.07,4.63,3.62
p,p,s,g,,s,w,g,a,4.75,10.22,12.41
p,f,t,g,,,g,l,a,16.89,4.74,24.29
e,x,t,n,,t,w,d,a,3.97,5.84,7.26
p,x,s,n,c,,y,d,u,14.2,10.07,29.71
p,x,h,e,b,,w,d,u,5.98,5.35,17.54
p,f,l,e,,,y,d,u,4.31,6.82,5.33
p,x,d,w,,h,w,g,u,2.35,2.38,2.09
p,x,g,e,,h,k,d,w,0.72,3.54,0.96
e,p,s,w,s,,w,m,a,9.2,10.5,17.67
p,x,,n,r,i,w,d,a,8.95,10.61,12.64
e,p,s,w,,s,w,d,w,11.89,19.37,12.05
p,s,k,n,,k,n,d,a,20.88,6.91,43.87
e,x,h,o,,,e,m,a,2.73,3.81,6.1
p,x,,u,s,,g,d,a,8.13,8.03,19.36
p,x,e,e,,,n,d,a,5.43,7.84,10.81
p,o,,g,,g,n,d,u,2.26,3.42,14.36
e,f,t,n,,t,n,d,a,8.22,10.84,13.95
e,s,,y,,,y,d,a,3.25,5.95,6.75
p,c,i,y,,,w,d,u,4.77,6.74,7.81
e,f,h,n,,s,w,d,a,2.78,4.85,5.67
p,b,t,n,,i,g,g,a,4.11,6.65,4.9
e,x,h,e,,,o,g,u,4.23,5.05,6.55
p,x,,n,,s,n,g,a,1.62,5.18,2.5
p,o,,k,,g,g,d,a,2.89,3.05,13.32
p,b,,n,,s,n,d,u,1.7,4.68,1.86
p,s,d,n,,,e,d,a,6.86,7.06,10.02
p,b,,n,,,n,g,u,2.6,7.81,2.23
e,b,g,n,,,y,g,a,2.83,4.64,2.74
p,x,g,o,s,y,w,d,a,12.57,16.62,15.7
p,f,k,w,,,w,d,u,16.37,6.91,35.48
p,c,k,w,,,w,g,a,4.6,5.25,11.63
p,o,s,o,f,f,f,d,a,4.49,0.0,0.0
p,s,t,k,,,g,d,a,10.47,4.76,22.49
p,x,k,n,,i,n,d,a,4.88,4.83,5.64
p,f,y,n,,k,w,d,u,4.47,4.75,3.4
e,x,,y,b,,y,d,u,6.35,6.19,12.8
e,x,w,n,,,w,g,u,1.24,5.43,2.59
p,f,k,w,,,w,d,u,18.64,7.61,29.8
p,b,s,o,,,k,m,a,4.96,5.89,6.72
e,f,s,b,,s,n,l,w,6.03,7.89,10.94
p,x,y,w,s,,w,g,u,8.02,8.02,15.18
p,f,k,y,,k,n,d,u,6.04,3.63,5.59
p,b,y,n,s,s,w,d,a,3.37,6.1,4.56
p,s,w,n,,,n,d,u,2.89,3.62,5.9
e,p,y,w,s,,n,m,u,13.68,27.46,17.92
p,x,g,e,s,y,w,d,w,18.1,18.35,18.7
p,x,d,n,,,n,d,a,5.03,6.11,8.36
p,s,d,o,,,y,h,a,4.88,3.6,6.1
e,f,y,n,,i,n,h,u,2.44,8.02,4.37
p,b,y,n,,k,w,d,u,3.08,4.02,3.68
e,x,,e,,s,w,d,a,7.82,7.91,18.52
p,f,l,n,,,y,l,a,4.03,5.26,4.53
p,x,t,n,,,w,d,a,3.96,5.8,9.52
e,f,,n,,,u,d,w,9.81,7.76,19.04
e,c,g,n,,,g,l,u,1.83,5.3,1.81
p,x,y,y,,y,y,d,a,9.14,12.89,12.77
e,s,e,n,s,,w,l,a,17.15,9.21,25.02
e,p,,n,,,n,d,s,5.64,5.77,20.77
p,f,,b,,,w,d,a,3.77,4.3,6.49
p,f,,w,,i,u,d,u,2.58,3.21,3.27
p,b,w,u,,s,u,l,u,3.51,5.57,6.2
p,x,y,w,s,,w,g,a,6.89,7.47,14.29
p,f,,w,,,p,l,a,3.36,7.71,3.94
e,x,t,o,,k,n,d,a,5.13,7.38,6.02
p,x,e,n,,,e,d,u,12.05,8.42,26.85
e,p,y,n,,y,w,l,a,10.41,9.53,18.67
p,s,,e,,,e,d,a,5.65,6.57,6.61
p,f,k,y,,k,n,d,u,5.6,3.71,6.22
p,x,g,w,,,n,d,u,1.09,2.84,1.45
p,o,l,g,f,f,f,d,w,2.66,0.0,0.0
e,x,t,n,,,n,d,u,12.28,7.8,22.04
p,s,,r,,,w,d,a,8.92,5.5,13.33
p,x,,n,,s,n,g,u,1.52,4.99,2.45
p,b,h,n,,,w,g,u,5.05,9.78,6.56
p,s,t,r,,,n,h,a,10.89,5.9,15.2
e,x,h,n,,s,n,d,u,7.83,7.9,12.47
p,x,,y,,,w,d,u,4.25,5.08,6.55
p,s,,y,,,w,d,a,10.19,6.78,13.4
p,b,,k,,,g,g,u,3.18,10.0,2.73
p,f,k,w,,,n,g,u,4.25,4.14,3.02
p,x,g,w,,,e,l,a,0.99,3.09,1.43
e,x,,y,,,w,d,u,3.08,2.84,8.12
e,f,s,w,,,w,m,s,10.29,7.74,31.51
p,x,w,p,,,p,d,w,7.31,4.8,11.2
p,b,s,n,,s,w,d,s,5.71,9.68,12.57
e,s,t,w,,,w,d,a,10.35,4.73,15.37
p,x,i,e,,,e,d,a,2.78,3.59,4.11
p,s,,o,,,w,d,u,10.7,5.63,14.2
p,c,h,y,,,y,g,u,2.26,7.96,3.38
p,f,d,y,,t,r,g,u,2.67,4.3,5.23
e,s,s,y,,,n,d,u,10.75,7.9,24.51
p,x,,y,,i,y,d,a,4.85,4.99,11.65
p,f,,w,r,i,w,h,a,10.03,8.88,10.43
e,f,,n,b,,w,d,u,11.64,10.51,17.89
p,x,t,o,,g,o,g,u,3.98,5.97,7.22
e,x,,b,,,w,d,w,2.85,5.95,4.12
e,x,d,n,,,y,d,a,6.72,7.51,15.58
e,x,,e,,s,w,d,u,6.65,7.5,18.6
p,f,,y,,i,y,d,a,6.18,6.76,14.85
p,x,g,e,,,n,d,a,2.53,6.4,2.49
e,b,y,n,,,w,d,u,2.81,6.54,3.03
p,o,s,n,f,f,f,d,u,5.82,0.0,0.0
e,f,y,n,s,,n,m,a,14.44,23.73,18.9
p,f,k,n,,,n,g,u,3.28,3.95,2.86
p,o,,e,,g,n,d,u,11.58,3.61,25.8
p,s,w,u,,s,u,d,u,3.1,5.35,4.7
p,x,d,w,,h,w,g,u,2.87,3.7,2.38
e,x,,n,,y,w,d,a,6.77,11.17,24.13
p,f,y,o,,,o,h,a,1.83,3.31,5.77
p,f,i,k,,,w,g,a,2.1,5.13,2.62
p,x,g,o,,,n,d,a,12.55,4.0,24.45
p,p,t,n,,t,y,m,a,1.75,5.58,2.37
e,x,,n,b,,w,d,a,8.84,10.0,16.24
e,c,g,n,,,g,d,a,1.48,4.65,1.41
p,x,,e,,,y,d,a,5.82,3.99,13.57
e,x,t,y,,t,y,h,a,1.46,6.65,2.06
e,x,h,y,,,y,d,a,7.2,7.37,14.87
p,x,t,n,,,w,d,a,11.07,8.95,26.44
p,p,y,n,,s,w,g,w,5.59,9.77,12.45
p,x,g,e,,h,k,d,a,0.86,4.0,1.03
p,f,t,y,,,y,d,a,8.59,6.04,16.7
p,c,i,y,,,w,d,u,5.47,6.45,7.75
e,x,,y,,,w,d,a,4.66,3.46,8.0
p,x,t,n,,y,n,d,w,7.38,6.47,9.2
e,f,e,b,,,w,d,a,11.49,5.2,21.48
e,p,t,n,,,n,d,u,18.53,18.17,73.39
p,s,t,r,,,g,g,a,10.68,4.76,24.64
e,s,,w,,,w,d,u,10.83,5.27,22.59
p,b,h,n,,,w,g,w,3.08,8.03,6.25
e,f,s,n,b,i,n,d,u,8.74,7.19,11.32
e,x,e,y,,,w,d,u,7.55,7.12,18.84
e,x,,l,,,w,d,a,4.09,5.04,5.25
p,s,s,y,,,y,d,a,1.16,3.37,5.34
p,x,y,n,,y,n,d,a,7.18,8.39,8.28
e,x,t,n,,t,g,d,w,6.89,7.04,6.06
e,x,h,n,,,n,d,a,9.27,7.26,16.68
e,f,h,k,,s,g,d,a,4.58,3.79,8.88
e,f,s,n,b,i,n,l,u,7.57,5.45,9.66
e,f,s,b,,s,n,l,w,6.79,8.0,10.95
e,f,y,w,s,,n,m,u,19.41,24.9,20.81
p,s,t,p,,,p,d,a,7.49,7.33,13.26
e,f,h,o,,s,n,d,w,4.63,6.56,4.81
e,x,y,n,,,w,d,u,15.99,11.14,18.32
p,s,d,o,,,o,h,a,4.78,3.43,6.27
p,x,s,n,c,,y,d,a,13.06,7.42,25.7
e,x,w,g,,,w,d,u,1.29,4.68,2.41
e,x,k,n,,,n,d,a,3.19,4.19,9.22
e,s,y,n,,i,n,h,a,2.6,6.1,3.56
p,x,g,n,,s,k,d,a,0.62,4.03,0.91
e,x,,e,,s,w,d,u,7.82,5.64,19.13
p,s,,o,,,w,d,a,8.9,5.19,12.21
e,f,,l,,,w,d,a,12.73,2.46,14.89
p,o,l,g,f,f,f,d,a,2.78,0.0,0.0
p,x,g,e,s,y,w,d,u,16.2,17.39,17.53
p,f,w,p,,,p,d,w,9.05,3.75,9.29
p,s,t,k,,,n,d,a,15.12,5.05,24.98
p,x,t,n,,,w,d,u,10.58,9.74,30.61
p,f,k,w,,,n,g,u,3.03,3.72,3.0
p,x,t,o,,y,o,d,w,3.92,4.04,5.3
p,f,y,o,,,y,m,a,2.65,3.12,5.71
p,f,,y,,,w,d,u,4.09,4.47,6.85
e,c,g,e,,,n,h,a,0.87,5.06,0.97
e,f,s,n,b,i,w,l,u,6.68,6.16,11.47
e,x,,u,,,w,d,u,1.22,5.16,4.35
e,x,s,n,,,n,d,u,8.66,9.04,18.07
e,x,h,n,,s,n,d,a,5.44,12.87,12.19
e,p,s,w,,,w,m,a,5.04,4.74,11.41
e,f,,n,b,,u,g,w,8.19,6.77,20.02
p,x,k,w,,,w,d,a,19.82,6.54,26.32
e,o,,g,,,n,d,s,5.85,4.81,20.17
e,s,,y,,,y,d,a,2.28,5.71,5.86
e,x,h,n,,s,n,d,a,6.07,6.15,6.43
p,f,t,y,,,y,g,a,2.22,7.79,2.84
e,x,s,u,,,w,d,u,9.24,4.94,16.87
e,x,d,y,,,y,d,a,7.26,6.39,12.3
p,f,w,o,,,n,d,a,2.98,2.93,4.94
e,p,s,w,s,,w,m,a,11.86,10.38,17.06
p,f,l,y,,,n,d,u,3.52,4.83,4.62
e,f,t,n,,t,o,d,w,4.06,5.87,7.7
p,f,,w,,i,u,d,a,2.27,2.91,3.42
p,x,e,n,s,,n,d,a,7.79,10.86,14.44
p,x,t,n,,,w,d,a,9.57,9.21,28.79
e,x,e,n,,,w,g,u,14.53,9.28,17.08
p,b,t,n,,,w,g,w,3.16,9.42,5.45
p,f,,y,,i,y,d,a,5.89,4.71,10.77
e,b,g,w,,,y,g,u,4.14,5.42,3.16
e,f,y,e,b,,n,d,a,10.46,7.83,24.31
e,f,e,b,,,w,d,a,10.31,5.38,22.79
e,c,t,n,,s,w,d,u,6.54,11.06,11.07
p,x,g,n,,h,k,d,a,0.69,4.14,1.0
e,x,t,y,,,y,d,a,10.13,7.6,15.57
p,b,g,w,,,n,d,s,1.97,5.01,2.64
p,x,g,k,,,n,d,w,11.86,5.22,49.65
e,f,s,o,,t,o,d,a,7.26,8.46,11.98
p,x,i,l,,,w,g,u,1.94,3.89,2.36
p,x,e,e,,,y,d,a,6.06,8.4,10.47
p,f,h,e,b,,w,d,u,6.82,5.96,17.91
p,f,,w,r,i,w,h,a,9.47,10.64,12.55
p,x,y,o,r,,o,d,a,11.34,12.21,25.9
e,s,t,n,,,w,d,w,13.14,5.8,20.7
e,f,,n,,,w,d,a,3.78,6.35,4.13
e,x,s,b,,s,n,l,a,5.64,5.26,7.28
e,f,s,o,,i,n,d,a,6.96,9.01,13.06
e,x,,p,,s,w,d,a,7.66,4.44,14.11
p,b,h,n,,t,n,h,s,1.33,4.85,1.55
e,x,t,n,,,n,d,a,9.88,5.92,21.16
p,x,s,y,,,y,d,u,1.35,4.21,5.91
p,s,d,o,,,y,h,u,4.32,2.22,5.49
p,f,w,n,,,n,d,u,2.98,3.7,6.82
p,b,s,y,,,y,d,a,5.21,10.11,8.72
p,x,s,y,,,y,d,w,4.05,9.55,8.48
p,x,g,e,,s,k,d,a,0.72,4.31,0.96
p,x,y,y,,y,n,d,a,9.91,15.42,13.84
p,b,t,y,,,n,m,u,0.88,3.33,2.51
p,p,t,n,,t,y,m,s,1.33,6.34,2.26
e,x,e,l,,,w,d,a,7.89,7.2,18.17
e,x,h,n,,s,w,d,u,5.8,12.89,12.3
e,x,,n,,s,w,d,a,7.81,7.12,16.64
e,x,h,y,,,y,d,a,7.55,7.99,15.42
p,b,h,n,,t,n,g,s,1.48,4.33,1.33
p,x,,b,,,w,d,u,3.54,4.07,5.92
p,x,,n,,s,n,g,u,1.5,5.07,2.5
e,s,l,w,,,w,d,u,6.01,3.67,7.97
p,b,g,w,,,n,g,u,2.19,6.61,2.79
e,s,,n,,,n,d,a,8.11,4.86,21.94
p,f,k,w,,,w,d,u,19.99,7.81,34.61
e,x,t,y,,,w,d,a,7.5,6.64,14.88
e,f,g,n,,s,g,d,u,3.62,5.7,3.52
e,s,,w,,,w,d,a,12.94,6.6,26.82
e,x,s,n,,,n,d,a,10.17,7.93,17.52
e,x,t,n,,s,n,g,u,7.64,7.99,14.0
e,s,y,n,,i,n,h,a,2.78,8.84,4.53
e,x,d,n,,,y,d,a,3.22,4.34,10.01
e,f,y,n,,,w,w,a,6.13,3.74,10.68
p,b,h,n,,t,n,g,a,1.44,3.97,1.68
e,x,t,o,,,e,d,u,4.24,4.89,10.35
e,x,,g,b,,u,g,a,8.24,6.94,18.54
e,x,y,n,,y,n,d,a,7.37,6.63,10.41
e,f,y,n,,,w,d,a,4.5,3.95,6.88
p,x,i,e,,,e,d,a,2.28,3.7,3.6
e,s,s,o,,,w,m,w,5.24,5.8,12.58
e,x,t,y,,,y,d,u,9.27,7.59,14.61
p,o,,w,,g,w,d,u,3.88,4.78,32.11
p,f,t,n,,i,g,m,a,4.61,6.43,5.0
p,x,t,n,,,n,d,a,11.76,6.09,15.03
e,s,d,o,,,w,m,w,7.36,6.78,13.53
p,f,t,n,,,y,d,a,6.8,5.15,12.9
e,f,,n,b,,w,d,u,10.96,12.24,19.21
e,x,,n,b,,w,d,a,4.28,8.09,9.59
p,f,y,o,,,o,m,a,1.27,2.5,4.62
p,b,s,n,,s,w,d,s,5.42,9.38,11.92
p,f,t,n,,,n,d,u,8.38,5.26,11.78
e,f,h,k,,s,g,d,u,6.61,6.15,9.86
p,x,g,w,,,e,d,u,0.94,2.8,1.49
p,o,,w,,g,w,p,u,3.48,5.06,26.2
p,f,t,r,,t,r,d,a,2.57,4.91,6.58
e,f,d,n,,,n,d,a,3.71,4.64,6.09
e,x,,b,,,w,d,u,3.13,6.41,4.85
e,c,g,e,,,n,d,u,1.19,6.14,1.16
e,x,t,n,,s,w,d,a,6.17,12.34,12.95
p,f,t,n,,,y,g,u,1.79,6.76,2.5
e,x,d,n,,,e,d,u,7.53,6.91,13.67
e,f,s,w,,,w,m,u,7.69,5.38,26.45
p,s,k,y,,k,n,d,u,5.24,3.76,6.71
e,x,,n,b,,n,d,s,4.33,8.29,9.54
p,x,h,n,r,g,n,d,a,6.48,10.5,7.2
p,x,g,n,,y,w,d,a,7.39,7.66,13.81
e,f,y,g,,,w,d,u,4.58,4.6,7.59
e,x,,g,,,w,d,u,7.62,7.14,14.07
p,o,,e,,g,n,d,u,9.54,2.79,23.98
e,x,t,n,,s,n,h,a,8.74,8.46,13.72
p,o,,n,,g,n,d,u,10.62,2.6,24.33
e,s,,n,,s,w,d,a,6.26,4.2,7.5
p,x,w,p,,,p,d,a,7.54,4.48,10.11
e,s,l,n,,,n,d,w,6.07,8.42,73.8
p,s,d,e,,,n,d,a,6.68,6.19,7.76
p,b,t,w,,y,w,d,u,6.57,12.07,12.12
e,f,y,n,s,,n,d,u,17.09,26.47,18.82
e,f,s,w,,,w,m,s,8.9,7.22,26.38
p,x,i,n,s,,n,d,a,8.86,13.3,16.71
p,f,s,y,,,y,d,a,1.3,4.26,5.65
p,f,,u,,,y,d,a,3.95,4.48,8.79
p,x,d,e,,,n,d,a,6.76,7.18,7.8
e,x,e,l,,,w,d,u,7.99,6.56,14.48
p,f,,r,,,w,d,a,6.3,7.04,13.02
e,f,s,n,b,i,n,g,u,6.2,5.55,8.92
e,x,y,n,,,w,g,u,17.1,9.93,18.84
e,s,,l,,,u,d,a,7.61,6.65,20.09
p,o,,g,,g,g,d,a,3.54,3.84,15.38
p,x,s,y,,,y,d,u,1.37,4.27,6.03
p,s,d,y,,,y,h,u,5.28,4.1,5.83
p,s,t,n,,,n,h,a,12.12,6.8,15.57
e,x,d,y,,,y,d,u,6.18,5.8,11.78
e,x,i,n,,y,w,d,a,8.8,8.71,16.58
e,f,h,k,,s,g,d,u,6.95,5.48,11.3
p,p,g,n,,y,w,d,u,6.44,8.12,15.42
p,b,,g,,s,n,d,a,2.44,5.02,2.04
p,x,,u,s,,n,d,a,7.23,9.2,18.33
p,s,h,r,,t,n,d,u,8.24,4.76,13.11
p,s,t,p,,,p,d,a,8.62,7.72,11.54
p,s,,n,,,n,d,a,6.73,5.99,6.13
p,x,t,n,,y,n,d,a,4.04,4.54,6.22
p,x,h,y,,i,n,d,u,10.14,6.96,16.25
p,c,k,y,,,w,g,s,5.88,5.68,12.53
e,x,h,n,,s,n,d,a,5.25,6.09,6.78
p,f,h,r,,,w,d,a,8.25,10.81,15.37
e,f,t,n,,t,w,d,w,4.04,6.0,6.86
p,s,t,p,,,p,d,a,8.95,7.96,13.27
p,c,i,y,,,w,d,a,4.92,6.29,6.62
e,f,,n,,s,w,d,u,7.61,7.19,18.22
p,s,,u,,,y,d,u,2.72,4.7,7.68
p,b,w,y,,t,r,d,u,3.41,5.44,6.72
p,b,,k,,,g,g,a,3.02,8.46,2.23
e,x,y,w,,,w,m,a,6.78,4.22,11.68
e,x,,n,b,,u,d,a,9.0,6.06,20.65
p,x,y,y,,y,y,d,u,8.41,10.82,13.02
p,s,k,w,,,w,d,a,20.67,5.91,30.1
p,x,e,e,,,y,d,a,6.19,9.47,10.79
p,x,s,w,,,w,g,u,3.0,2.88,7.31
p,f,y,u,,y,u,d,a,9.61,7.7,15.33
e,x,t,n,,,n,d,a,8.32,7.31,16.84
p,f,,y,,,w,d,u,6.83,6.31,11.33
e,f,s,n,,s,n,l,w,4.64,6.1,8.89
e,b,y,n,,,w,d,s,3.79,6.88,3.34
p,x,s,o,,g,o,g,u,4.31,5.92,7.18
p,x,g,n,,,w,d,a,2.49,8.56,2.66
e,x,y,n,,,w,g,a,15.39,10.33,18.12
p,p,g,n,,y,w,d,a,8.08,8.5,15.03
e,x,,y,,,w,d,a,3.38,2.61,8.33
p,b,y,w,,,w,d,a,7.36,12.87,16.31
p,x,e,e,,,n,d,a,5.81,8.31,10.54
p,b,g,y,,,n,m,s,2.18,6.6,3.21
p,b,g,y,,,n,g,s,1.7,5.78,2.84
p,x,t,n,,,w,d,a,4.34,5.49,10.1
p,x,h,n,,y,n,d,a,3.07,4.37,5.47
p,f,w,p,,,p,d,w,7.19,4.64,10.4
p,f,h,n,r,g,n,d,u,8.12,15.09,8.33
p,b,h,l,,y,n,m,a,4.14,5.64,7.43
e,s,t,k,,,w,d,u,14.95,7.42,24.85
e,x,h,y,,,w,d,u,6.32,6.5,13.69
e,x,h,n,,,n,d,a,11.78,9.46,22.92
p,f,,w,,,p,d,a,3.67,8.75,4.58
p,s,d,n,,,n,d,a,5.89,6.44,9.02
e,o,y,y,,k,n,d,s,53.87,6.11,30.59
p,f,h,y,,,y,g,a,1.4,6.42,2.71
p,x,h,e,b,,w,d,u,8.54,6.72,18.16
e,x,t,y,,,w,d,u,7.8,8.52,16.37
e,x,y,w,,,w,m,u,6.34,5.33,12.56
p,f,y,e,,y,y,d,a,10.08,7.17,15.01
p,x,g,o,s,y,w,d,w,16.51,18.38,18.29
e,x,d,w,,,w,d,u,9.83,7.47,31.61
e,x,t,n,,,n,d,u,13.38,10.39,23.41
e,x,,u,,,w,d,u,2.64,6.89,4.87
e,p,,g,,,n,l,s,5.08,4.84,17.47
p,x,,n,,s,n,g,u,1.45,4.8,2.62
e,x,,y,,,w,d,a,4.44,3.55,7.45
p,x,t,n,,,w,d,u,12.24,10.59,28.5
e,b,g,n,,,y,g,u,3.73,4.25,2.96
p,x,,p,,,w,d,a,4.3,5.72,7.11
e,x,t,n,,s,n,h,u,7.64,7.12,13.17
e,x,t,n,,t,y,d,a,1.33,5.21,1.93
e,x,d,n,,,n,d,a,3.17,4.32,9.05
e,s,y,n,,i,n,h,u,2.52,5.82,3.34
e,f,,n,b,,w,d,a,10.78,10.19,19.87
e,x,e,n,s,,w,l,a,16.29,9.04,24.55
e,x,,w,b,,w,g,u,4.95,8.19,9.49
e,o,,n,,,n,d,a,9.4,5.55,23.52
e,c,,n,,,n,d,s,6.71,6.1,20.97
p,x,s,o,,g,o,g,a,5.46,6.48,8.41
p,x,y,w,s,,w,g,a,8.51,8.32,15.14
p,s,,o,,,w,d,u,7.01,5.06,12.73
p,x,t,n,,,w,d,a,12.63,11.49,35.15
p,x,t,n,,y,n,d,a,6.4,6.01,8.29
e,f,s,w,,s,w,g,a,7.55,13.68,10.75
e,f,s,n,b,i,w,g,a,6.89,5.71,9.38
p,s,d,n,,,n,d,a,7.45,6.1,8.77
e,x,y,n,,y,w,d,a,10.07,9.03,17.64
p,o,t,w,f,f,f,d,u,6.58,0.0,0.0
e,f,w,y,,,y,d,u,5.94,6.21,15.41
p,s,,o,,,w,d,u,8.65,5.02,12.53
p,x,i,n,,i,n,g,a,7.98,8.36,8.15
e,x,h,y,,,y,d,u,7.59,6.07,14.37
p,o,s,w,f,f,f,d,a,4.9,0.0,0.0
p,x,e,e,,,e,d,a,6.35,9.27,10.71
p,s,w,u,,s,u,d,a,3.37,4.41,4.42
p,x,,y,,i,y,d,a,5.59,4.5,12.2
e,x,g,n,,,n,h,a,0.99,4.85,0.97
p,x,h,n,,y,n,d,w,4.47,4.57,5.8
p,x,t,n,,,w,d,u,3.34,4.63,6.96
p,s,,u,,,w,d,a,3.97,5.3,8.37
p,x,s,o,,,o,m,a,4.04,3.48,5.62
p,x,s,n,,y,n,d,a,8.01,5.26,7.26
p,f,s,y,,,y,d,u,1.26,3.59,5.72
p,f,,w,,i,u,p,u,2.74,3.62,3.62
p,s,t,n,,,y,d,a,6.05,5.64,16.75
e,s,s,o,,,w,d,a,5.14,6.46,12.97
e,o,,n,,,n,d,a,7.86,5.51,27.06
p,p,t,n,,t,y,m,a,2.05,5.32,2.31
p,f,s,y,,,y,d,u,1.17,4.08,6.35
e,f,t,k,,,w,d,u,16.3,7.25,22.69
e,s,,y,,,o,d,a,3.4,5.94,7.22
e,x,i,n,,,w,w,a,5.52,4.08,11.25
e,x,t,y,,,w,d,u,6.6,7.04,16.11
p,c,e,y,,,w,d,a,5.36,5.73,11.7
p,f,,n,,,p,l,a,2.94,7.11,3.74
p,b,y,n,s,s,w,d,a,3.24,6.62,4.58
p,o,,k,,g,g,d,a,3.03,3.47,15.96
p,x,i,e,,,e,d,a,3.74,4.24,5.87
p,o,l,g,f,f,f,d,w,3.13,0.0,0.0
p,o,,n,,g,n,d,u,9.68,4.34,27.12
p,x,y,y,,y,n,g,a,3.91,5.42,3.49
e,s,d,g,,,g,d,u,3.43,4.9,6.64
p,x,g,n,,s,n,h,u,1.63,2.05,2.56
e,x,,l,,,w,d,u,5.03,5.86,6.8
p,f,d,e,,,e,d,a,7.02,5.75,9.61
e,f,h,n,,s,w,d,a,2.59,5.87,6.47
p,c,i,y,,,w,d,u,3.94,6.8,7.79
e,f,,n,,s,w,d,a,8.0,6.42,18.52
e,x,s,n,,i,w,d,s,9.12,5.77,9.44
p,o,t,w,f,f,f,d,u,3.46,0.0,0.0
p,x,g,e,,s,k,d,u,0.61,3.73,0.93
e,o,y,y,,k,k,d,u,53.44,9.02,43.07
e,p,y,w,s,,n,m,a,11.78,18.56,16.87
p,o,k,n,,,y,d,a,6.05,1.53,16.97
p,f,s,y,,,y,d,a,1.19,3.54,5.7
p,f,y,u,,y,e,d,a,5.0,6.01,12.36
p,o,,n,,g,n,d,u,8.74,2.81,23.73
p,p,t,n,,t,y,m,a,2.1,7.54,2.62
p,o,s,g,f,f,f,d,s,3.9,0.0,0.0
p,f,t,y,,,y,d,a,7.02,5.88,15.67
e,f,g,n,,t,o,d,a,5.84,8.27,10.68
e,x,s,y,,i,n,d,u,10.67,10.08,15.41
p,x,h,r,,,w,d,a,7.53,10.83,14.79
p,x,g,w,,,n,d,u,0.98,2.78,1.41
p,x,y,w,s,,w,d,u,5.89,6.75,11.03
e,x,,g,b,,u,d,a,6.53,5.22,17.56
p,s,s,y,,,y,d,a,1.23,4.35,5.88
e,x,h,g,,t,g,d,a,5.35,4.97,3.47
p,x,y,o,,,y,h,a,2.57,3.26,5.71
e,f,g,e,,,n,d,a,0.96,5.55,1.11
p,f,g,o,,,n,d,w,19.27,4.16,32.35
p,o,k,n,,,n,d,u,1.34,3.94,1.31
p,x,,y,,i,y,d,a,5.39,6.58,15.08
e,x,y,n,,y,n,d,a,5.81,4.97,9.86
p,b,,k,,,n,g,a,3.3,10.1,2.51
p,x,w,p,,,p,d,a,6.0,4.22,9.71
e,c,g,n,,,g,l,u,1.51,5.22,1.7
p,p,s,g,,s,w,g,a,5.69,11.78,13.05
p,b,y,p,,k,w,d,u,3.16,4.44,3.6
e,x,h,p,,,o,g,a,3.45,4.94,6.98
e,x,,g,,y,w,d,u,7.7,11.59,25.62
e,x,d,y,,,y,d,a,6.05,6.37,15.26
p,x,k,n,,,n,d,w,1.38,2.49,1.14
p,x,d,w,,h,w,g,u,2.69,3.08,2.48
p,s,w,o,,,n,d,u,3.67,3.23,6.07
e,c,g,n,,,g,l,u,1.59,4.91,1.52
p,x,g,w,,,n,l,a,0.96,3.01,1.54
p,o,,g,,g,n,d,a,3.24,3.64,15.22
e,f,e,g,s,,w,d,a,14.06,9.53,28.79
e,x,,b,,,w,d,w,2.04,5.89,4.28
e,x,t,n,,s,n,d,a,6.76,12.86,13.19
p,b,y,n,s,s,w,d,a,3.34,5.73,4.36
p,p,t,n,,t,y,m,s,2.03,8.52,2.7
p,f,t,n,,i,g,g,u,3.45,4.48,4.65
e,f,y,e,b,,n,d,a,10.98,6.89,24.03
p,x,,o,,,o,g,a,0.78,4.75,1.03
e,s,w,y,,,y,d,a,6.14,4.32,10.58
e,x,t,y,,,y,d,u,9.11,7.05,14.89
e,x,,y,b,,w,d,a,5.29,5.94,12.37
